AcademicYearKey,AcademicYearSort,YearBreakdown,GeographyKey,SchoolTypeKey,EducationPhase,NumSchools,Enrolments,SessionsPossible,OverallAbsenceSessions,AuthorisedAbsenceSessions,UnauthorisedAbsenceSessions,OverallAbsenceRateSource,AuthorisedAbsenceRateSource,UnauthorisedAbsenceRateSource,AttendanceRateSource,PersistentAbsentees,PersistentAbsenceRateSource,SevereAbsentees,SevereAbsenceRateSource,IllnessAbsenceRateSource,AppointmentsAbsenceRateSource,UnauthorisedHolidayAbsenceRateSource
2008/09,2008,Five half terms,LA|E06000030,Special,Special,6,389,107823,12304,9942,2362,0.11411289999999999,0.0922067,0.0219063,0.8858871,134,0.344473,19,0.048843199999999996,0.04028825019,0.01109225304,0.00017621472
2012/13,2012,Six half terms,LA|E06000023,State-funded secondary,State-funded secondary,22,17693,5825083,384297,273395,110902,0.0659728,0.0469341,0.0190387,0.9340272000000001,3558,0.20109649999999998,243,0.0137342,0.03387556881,0.00409367558,0.0024167896
2012/13,2012,Six half terms,LA|E09000001,Total,Total,1,184,67376,2454,2240,214,0.036422500000000003,0.0332463,0.0031762,0.9635775,9,0.048913000000000005,0,0.0,0.0,0.0,0.0
2012/13,2012,Six half terms,LA|E09000007,State-funded secondary,State-funded secondary,10,7485,2608447,152946,115862,37084,0.0586349,0.044418,0.0142169,0.9413651,1239,0.16553110000000001,45,0.006012,0.03207770754,0.00476720439,0.0012114488
2012/13,2012,Six half terms,LA|E09000011,State-funded primary,State-funded primary,64,18232,6561756,269373,182801,86572,0.041052,0.027858499999999998,0.0131934,0.958948,1658,0.09093899999999999,27,0.0014809,0.02173732153,0.00230075608,0.00277440978
2012/13,2012,Six half terms,LA|E09000012,Special,Special,3,218,74709,7258,5591,1667,0.09715030000000001,0.074837,0.022313200000000002,0.9028497,59,0.2706422,5,0.0229358,0.050649854769999995,0.012956939590000001,0.00133852682
2012/13,2012,Six half terms,LA|E09000013,Special,Special,5,389,136007,12327,9991,2336,0.090635,0.0734595,0.0171756,0.909365,123,0.3161954,9,0.0231362,0.04356393421,0.01416103583,0.00197783938
2012/13,2012,Six half terms,LA|E09000019,Special,Special,3,270,97013,8596,8105,491,0.08860670000000001,0.0835455,0.0050612,0.9113933,84,0.3111111,6,0.0222222,0.045210435709999997,0.01641017183,0.0012678713199999999
2012/13,2012,Six half terms,LA|E09000030,State-funded secondary,State-funded secondary,16,13239,4544305,220315,166689,53626,0.0484816,0.036680899999999995,0.011800699999999999,0.9515184,1627,0.1228945,52,0.0039278,0.02721582288,0.0026318656,0.00156591602
2010/11,2010,Five half terms,LA|E09000023,State-funded primary,State-funded primary,67,17711,5084401,243735,187772,55963,0.0479378,0.036931,0.0110068,0.9520622,2303,0.13003220000000001,59,0.0033312999999999997,0.025762916809999998,0.00247856139,0.0014926045399999998
2010/11,2010,Five half terms,LA|E09000028,Total,Total,92,30727,8930936,505518,378009,127509,0.056603,0.0423258,0.0142772,0.943397,5240,0.1705341,242,0.007875799999999999,0.02818663128,0.00359279251,0.0011107458400000001
2010/11,2010,Five half terms,LA|E09000030,Special,Special,5,249,72261,7960,7614,346,0.1101562,0.10536799999999999,0.0047882,0.8898438,97,0.3895582,6,0.0240964,0.041543848,0.00552165068,0.00063658128
2010/11,2010,Five half terms,LA|E09000032,State-funded secondary,State-funded secondary,11,9354,2741137,164308,133837,30471,0.0599415,0.0488254,0.0111162,0.9400585,1625,0.1737225,52,0.0055591,0.03459951108,0.0046385861,0.00082046246
2010/11,2010,Five half terms,LA|E09000002,State-funded primary,State-funded primary,47,16617,4735206,241016,182185,58831,0.050898700000000005,0.0384746,0.012424200000000002,0.9491013,2492,0.1499669,52,0.0031293,0.0301150573,0.0021086727799999997,0.00248732579
2010/11,2010,Five half terms,LA|E09000002,State-funded secondary,State-funded secondary,9,11275,3303541,213686,159851,53835,0.0646839,0.0483878,0.0162962,0.9353161,2358,0.20913530000000002,65,0.005765,0.03506358783,0.00435290496,0.00076766112
2010/11,2010,Five half terms,LA|E09000003,State-funded secondary,State-funded secondary,22,17658,5266784,314391,250988,63403,0.059693199999999995,0.0476549,0.0120383,0.9403068,2906,0.1645713,154,0.0087213,0.03161075146,0.0049776106300000005,0.0009077645900000001
