GeographyKey,GeographyLevel,GeographyName,CountryCode,CountryName,RegionCode,RegionName,OldLocalAuthorityCode,LocalAuthorityCode,LocalAuthorityName,GeographyLevelSort,MapLocation,AreaLabel
LA|E06000027,Local authority,Torbay,E92000001,England,E12000009,South West,880,E06000027,Torbay,3,"Torbay, England",Torbay (South West)
LA|E06000054,Local authority,Wiltshire,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,3,"Wiltshire, England",Wiltshire (South West)
LA|E08000025,Local authority,Birmingham,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,3,"Birmingham, England",Birmingham (West Midlands)
LA|E08000026,Local authority,Coventry,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,3,"Coventry, England",Coventry (West Midlands)
LA|E08000027,Local authority,Dudley,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,3,"Dudley, England",Dudley (West Midlands)
LA|E06000019,Local authority,"Herefordshire, County of",E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",3,"Herefordshire, County of, England","Herefordshire, County of (West Midlands)"
LA|E08000028,Local authority,Sandwell,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,3,"Sandwell, England",Sandwell (West Midlands)
LA|E06000051,Local authority,Shropshire,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,3,"Shropshire, England",Shropshire (West Midlands)
LA|E08000029,Local authority,Solihull,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,3,"Solihull, England",Solihull (West Midlands)
LA|E10000028,Local authority,Staffordshire,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,3,"Staffordshire, England",Staffordshire (West Midlands)
LA|E06000021,Local authority,Stoke-on-Trent,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,3,"Stoke-on-Trent, England",Stoke-on-Trent (West Midlands)
LA|E06000020,Local authority,Telford and Wrekin,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,3,"Telford and Wrekin, England",Telford and Wrekin (West Midlands)
LA|E08000030,Local authority,Walsall,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,3,"Walsall, England",Walsall (West Midlands)
LA|E10000031,Local authority,Warwickshire,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,3,"Warwickshire, England",Warwickshire (West Midlands)
LA|E08000031,Local authority,Wolverhampton,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,3,"Wolverhampton, England",Wolverhampton (West Midlands)
LA|E10000034,Local authority,Worcestershire,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,3,"Worcestershire, England",Worcestershire (West Midlands)
LA|E08000016,Local authority,Barnsley,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,3,"Barnsley, England",Barnsley (Yorkshire and The Humber)
LA|E08000032,Local authority,Bradford,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,3,"Bradford, England",Bradford (Yorkshire and The Humber)
LA|E08000033,Local authority,Calderdale,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,3,"Calderdale, England",Calderdale (Yorkshire and The Humber)
LA|E08000017,Local authority,Doncaster,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,3,"Doncaster, England",Doncaster (Yorkshire and The Humber)
LA|E06000011,Local authority,East Riding of Yorkshire,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,3,"East Riding of Yorkshire, England",East Riding of Yorkshire (Yorkshire and The Humber)
LA|E06000010,Local authority,"Kingston upon Hull, City of",E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",3,"Kingston upon Hull, City of, England","Kingston upon Hull, City of (Yorkshire and The Humber)"
LA|E08000034,Local authority,Kirklees,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,3,"Kirklees, England",Kirklees (Yorkshire and The Humber)
LA|E08000035,Local authority,Leeds,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,3,"Leeds, England",Leeds (Yorkshire and The Humber)
LA|E06000012,Local authority,North East Lincolnshire,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,3,"North East Lincolnshire, England",North East Lincolnshire (Yorkshire and The Humber)
LA|E06000013,Local authority,North Lincolnshire,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,3,"North Lincolnshire, England",North Lincolnshire (Yorkshire and The Humber)
LA|E10000023,Local authority,North Yorkshire,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,3,"North Yorkshire, England",North Yorkshire (Yorkshire and The Humber)
LA|E06000065,Local authority,North Yorkshire,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,3,"North Yorkshire, England",North Yorkshire (Yorkshire and The Humber)
LA|E08000018,Local authority,Rotherham,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,3,"Rotherham, England",Rotherham (Yorkshire and The Humber)
LA|E08000019,Local authority,Sheffield,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,3,"Sheffield, England",Sheffield (Yorkshire and The Humber)
LA|E08000036,Local authority,Wakefield,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,3,"Wakefield, England",Wakefield (Yorkshire and The Humber)
LA|E06000014,Local authority,York,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,3,"York, England",York (Yorkshire and The Humber)
